date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:49:17	120405/120405	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Nov%202023%2012:40:17%20GMT	https://vipgames.com/ludo/	C:/My%20Web%20Sites/ludo/vipgames.com/ludo/index.html	(from )
21:49:18	264/264	---M-Z	200	added ('OK')	text/plain	date:Thu,%2002%20Nov%202023%2020:47:22%20GMT	https://vipgames.com/robots.txt		(from )
21:49:18	1807/1807	---M-Z	200	added ('OK')	text/css	etag:%2270f-5dbe5c3e06de7-gzip%22	https://vipgames.com/wp-content/plugins/acymailing/media/css/front/messages.min.css?ver=6.1.3	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/plugins/acymailing/media/css/front/messages.min6fb3.css	(from https://vipgames.com/ludo/)
21:49:18	824656/824656	---MCZ	200	added ('OK')	text/css	etag:%22c9550-5f6ef5e63e6dd-gzip%22	https://vipgames.com/wp-content/themes/Divi/style-static.min.css	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/themes/Divi/style-static.min.css	(from https://vipgames.com/ludo/)
21:49:18	25400/25400	---M-Z	200	added ('OK')	text/css	etag:%226338-6092742f56c0f-gzip%22	https://vipgames.com/wp-content/cache/autoptimize/css/autoptimize_single_5fd32b47f6b9b7433fc299f7a4f86d05.css	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/cache/autoptimize/css/autoptimize_single_5fd32b47f6b9b7433fc299f7a4f86d05.css	(from https://vipgames.com/ludo/)
21:49:19	74301/74301	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Nov%202023%2004:49:20%20GMT	https://vipgames.com/ludo/admin-ajax.php?action=acymailing_router&noheader=1&nocache=1698928816	C:/My%20Web%20Sites/ludo/vipgames.com/ludo/admin-ajax1282.php	(from https://vipgames.com/ludo/)
21:49:19	1002/1002	---M-Z	200	added ('OK')	application/javascript	etag:%223ea-5dbe5c3e05e47-gzip%22	https://vipgames.com/wp-content/plugins/acymailing/media/js/front/messages.min.js?ver=6.1.3	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/plugins/acymailing/media/js/front/messages.min6fb3.js	(from https://vipgames.com/ludo/)
21:49:20	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2003%20Nov%202023%2004:49:21%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/ludo/www.googletagmanager.com/gtm.55445.delayed	(from https://vipgames.com/ludo/)
21:49:20	533/533	---M--	200	added ('OK')	image/png	etag:%22215-59348502eed09%22	https://vipgames.com/wp-content/uploads/2019/04/cropped-favicon-32x32.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/04/cropped-favicon-32x32.png	(from https://vipgames.com/ludo/)
21:49:21	6153/6153	---M--	200	added ('OK')	image/png	etag:%221809-593484fb23998%22	https://vipgames.com/wp-content/uploads/2019/04/cropped-favicon-192x192.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/04/cropped-favicon-192x192.png	(from https://vipgames.com/ludo/)
21:49:21	187696/187696	---M--	200	added ('OK')	text/javascript	etag:15885065243591318607	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-9154267140537559&host=ca-host-pub-2644536267352236	C:/My%20Web%20Sites/ludo/pagead2.googlesyndication.com/pagead/js/fb9ba.txt	(from https://vipgames.com/ludo/)
21:49:21	10225/10225	---M--	200	added ('OK')	image/png	etag:%2227f1-593485075ab4c%22	https://vipgames.com/wp-content/uploads/2019/04/cropped-favicon-180x180.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/04/cropped-favicon-180x180.png	(from https://vipgames.com/ludo/)
21:49:21	4593/4593	---M--	200	added ('OK')	image/png	etag:%2211f1-59348593094bd%22	https://vipgames.com/wp-content/uploads/2019/07/vipGames_logo.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/07/vipGames_logo.png	(from https://vipgames.com/ludo/)
21:49:21	87528/87528	---M--	200	added ('OK')	image/png	etag:%22155e8-5b6bbe72e1c66%22	https://vipgames.com/wp-content/uploads/2020/12/ludo-singleplayer.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2020/12/ludo-singleplayer.png	(from https://vipgames.com/ludo/)
21:49:22	10045/10045	---M--	200	added ('OK')	image/png	etag:%22273d-5934854895c47%22	https://vipgames.com/wp-content/uploads/2019/02/apple.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/02/apple.png	(from https://vipgames.com/ludo/)
21:49:22	8639/8639	---M--	200	added ('OK')	image/png	etag:%2221bf-59348562b2aa7%22	https://vipgames.com/wp-content/uploads/2019/02/google.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/02/google.png	(from https://vipgames.com/ludo/)
21:49:22	30623/30623	---M--	200	added ('OK')	image/png	etag:%22779f-5934860453b20%22	https://vipgames.com/wp-content/uploads/2019/08/fourinarow-1.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/08/fourinarow-1.png	(from https://vipgames.com/ludo/)
21:49:22	35556/35556	---M--	200	added ('OK')	image/png	etag:%228ae4-5934863b0f1ff%22	https://vipgames.com/wp-content/uploads/2019/08/yatzy-1.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/08/yatzy-1.png	(from https://vipgames.com/ludo/)
21:49:22	83971/83971	---M--	200	added ('OK')	image/png	etag:%2214803-593485c00d4c8%22	https://vipgames.com/wp-content/uploads/2019/09/imgpsh_fullsize_anim-5-1.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/09/imgpsh_fullsize_anim-5-1.png	(from https://vipgames.com/ludo/)
21:49:23	32094/32094	---M--	200	added ('OK')	image/png	etag:%227d5e-59348653ae2b2%22	https://vipgames.com/wp-content/uploads/2019/08/backgammon-1.png	C:/My%20Web%20Sites/ludo/vipgames.com/wp-content/uploads/2019/08/backgammon-1.png	(from https://vipgames.com/ludo/)
21:49:23	95021/95021	---M-Z	200	added ('OK')	text/css	etag:%221732d-5fd775213c769-gzip%22	https://vipgames.com/wp-includes/css/dist/block-library/style.min.css	C:/My%20Web%20Sites/ludo/vipgames.com/wp-includes/css/dist/block-library/style.min.css	(from https://vipgames.com/ludo/)
21:49:23	89684/89684	---M-Z	200	added ('OK')	application/javascript	etag:%2215e54-5ed81817eba99-gzip%22	https://vipgames.com/wp-includes/js/jquery/jquery.min.js	C:/My%20Web%20Sites/ludo/vipgames.com/wp-includes/js/jquery/jquery.min.js	(from https://vipgames.com/ludo/)
21:49:23	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b8101e66081d-gzip%22	https://vipgames.com/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/ludo/vipgames.com/wp-includes/js/jquery/jquery-migrate.min.js	(from https://vipgames.com/ludo/)
